Src IP,Dest IP,Protocol,Count,Unsecured
10.40.34.229,10.29.12.23,TCP,2,FALSE
10.40.34.229,10.29.12.23,SSL,2,TRUE
10.40.34.174,10.29.12.23,TCP,2,FALSE
10.40.32.194,10.29.12.23,HTTP,2,TRUE
10.40.34.167,10.29.12.23,TCP,2,FALSE
10.40.34.184,10.29.12.23,SSL,2,TRUE
10.40.34.184,10.29.12.23,TCP,2,FALSE
10.40.32.125,10.29.12.23,SSL,2,TRUE
10.40.33.40,10.29.12.23,TCP,2,FALSE
10.40.33.40,10.29.12.23,SSL,2,TRUE
10.49.198.75,10.29.12.23,TCP,2,FALSE
10.49.198.75,10.29.12.23,SSL,2,TRUE
10.40.32.125,10.29.12.23,TCP,2,FALSE
192.178.1.100,10.29.12.23,SSL,2,TRUE
10.40.32.115,10.29.12.23,TCP,2,FALSE
10.40.34.120,10.29.12.23,SSL,2,TRUE
10.40.32.194,10.29.12.23,TCP,2,FALSE
10.40.32.113,10.29.12.23,TCP,2,FALSE
10.40.32.151,10.29.12.23,SSL,2,TRUE
10.40.34.124,10.29.12.23,ICMP,2,FALSE
10.40.34.121,10.29.12.23,TCP,2,FALSE
10.40.34.121,10.29.12.23,SSL,2,TRUE
10.40.34.124,10.29.12.23,TCP,2,FALSE
10.40.32.113,10.29.12.23,SSL,2,TRUE
10.40.34.191,10.29.12.23,SSL,2,TRUE
10.40.32.112,10.29.12.23,TCP,2,FALSE
10.40.32.112,10.29.12.23,SSL,2,TRUE
10.40.34.190,10.29.12.23,TCP,2,FALSE
10.40.34.190,10.29.12.23,SSL,2,TRUE
10.40.34.191,10.29.12.23,TCP,2,FALSE
10.40.34.142,10.29.12.23,SSL,2,TRUE
10.40.34.193,10.29.12.23,TCP,2,FALSE
10.40.34.193,10.29.12.23,SSL,2,TRUE
10.40.34.142,10.29.12.23,TCP,2,FALSE
10.40.32.147,10.29.12.23,TCP,2,FALSE
10.40.32.147,10.29.12.23,SSL,2,TRUE
10.40.32.115,10.29.12.23,TCP,2,FALSE
10.40.32.115,10.29.12.23,SSL,2,TRUE
10.40.32.137,10.29.12.23,TCP,2,FALSE
10.40.32.144,10.29.12.23,SSL,2,TRUE
10.40.32.109,10.29.12.23,ICMP,1,FALSE
10.40.32.121,10.29.12.23,ICMP,1,FALSE
10.40.32.129,10.29.12.23,ICMP,1,FALSE
10.40.32.140,10.29.12.23,ICMP,1,FALSE
10.40.32.122,10.29.12.23,ICMP,1,FALSE
10.40.34.170,10.29.12.23,ICMP,1,FALSE
10.40.32.123,10.29.12.23,ICMP,1,FALSE
10.40.34.238,10.29.12.23,ICMP,1,FALSE
10.40.34.122,10.29.12.23,SMB,1,TRUE
10.40.32.105,10.29.12.23,ICMP,1,FALSE
10.40.32.109,10.29.12.23,ICMP,1,FALSE
10.40.32.175,10.29.12.23,ICMP,1,FALSE
10.40.32.175,10.29.12.23,SSL,1,TRUE
10.40.32.90,10.29.12.23,ICMP,1,FALSE
10.40.32.110,10.29.12.23,ICMP,1,FALSE
10.40.32.40,10.29.12.23,SMB,1,TRUE
10.40.32.53,10.29.12.23,ICMP,1,FALSE
10.40.32.40,10.29.12.23,ICMP,1,FALSE
10.40.34.165,10.29.12.23,HTTP,1,TRUE
10.40.32.76,10.29.12.23,SSL,1,TRUE
10.40.32.208,10.29.12.23,ICMP,1,FALSE
10.40.32.200,10.29.12.23,ICMP,1,FALSE
10.49.199.172,10.29.12.23,ICMP,1,FALSE
10.253.253.231,10.29.12.23,ICMP,1,FALSE
10.40.34.121,10.29.12.23,SMB,1,TRUE
10.40.34.121,10.29.12.23,SSL,1,TRUE
10.40.32.159,10.29.12.23,ICMP,1,FALSE
10.40.32.117,10.29.12.23,HTTP,1,TRUE
10.49.198.52,10.29.12.23,ICMP,1,FALSE
10.49.198.200,10.29.12.23,ICMP,1,FALSE
10.40.32.124,10.29.12.23,ICMP,1,FALSE
10.40.32.150,10.29.12.23,ICMP,1,FALSE
10.40.34.31,10.29.12.23,SMB,1,TRUE
10.40.34.34,10.29.12.23,ICMP,1,FALSE
10.40.34.31,10.29.12.23,ICMP,1,FALSE
10.40.32.147,10.29.12.23,ICMP,1,FALSE
10.40.32.254,10.29.12.23,ICMP,1,FALSE
10.40.32.254,10.29.12.23,SMB,1,TRUE
10.40.32.115,10.29.12.23,SSL,1,TRUE
10.40.32.105,10.29.12.23,TCP,1,FALSE
10.40.34.32,10.29.12.23,ICMP,1,FALSE
10.40.32.147,10.29.12.23,HTTP,1,TRUE
10.40.32.147,10.29.12.23,ICMP,1,FALSE
10.40.32.121,10.29.12.23,ICMP,1,FALSE
10.40.34.190,10.29.12.23,TCP,1,FALSE
10.40.32.151,10.29.12.23,SSL,1,TRUE
10.40.32.151,10.29.12.23,TCP,1,FALSE
10.40.32.149,10.29.12.23,ICMP,1,FALSE
10.40.32.134,10.29.12.23,ICMP,1,FALSE
10.40.34.136,10.29.12.23,ICMP,1,FALSE
10.40.34.210,10.29.12.23,ICMP,1,FALSE
10.40.32.200,10.29.12.23,ICMP,1,FALSE
10.40.34.193,10.29.12.23,ICMP,1,FALSE
10.40.34.172,10.29.12.23,TCP,1,FALSE
10.40.32.112,10.29.12.23,ICMP,1,FALSE
10.40.34.191,10.29.12.23,ICMP,1,FALSE
10.40.34.142,10.29.12.23,ICMP,1,FALSE
10.40.32.165,10.29.12.23,TCP,1,FALSE
10.40.32.113,10.29.12.23,ICMP,1,FALSE
10.40.32.113,10.29.12.23,SMB,1,TRUE
10.40.34.137,10.29.12.23,ICMP,1,FALSE
10.40.34.194,10.29.12.23,ICMP,1,FALSE
10.40.32.102,10.29.12.23,ICMP,1,FALSE
10.40.32.147,10.29.12.23,ICMP,1,FALSE
10.40.32.144,10.29.12.23,ICMP,1,FALSE
10.40.32.115,10.29.12.23,ICMP,1,FALSE
10.40.34.190,10.29.12.23,SMB,1,TRUE
10.40.32.137,10.29.12.23,ICMP,1,FALSE
10.40.34.191,10.29.12.23,SMB,1,TRUE
10.40.32.137,10.29.12.23,SMB,1,TRUE
10.40.34.127,10.29.12.23,ICMP,1,FALSE
10.40.32.156,10.29.12.23,ICMP,1,FALSE
10.40.32.194,10.29.12.23,ICMP,1,FALSE
10.40.34.174,10.29.12.23,ICMP,1,FALSE
10.40.33.40,10.29.12.23,ICMP,1,FALSE
10.40.32.125,10.29.12.23,ICMP,1,FALSE
10.40.34.229,10.29.12.23,ICMP,1,FALSE
10.40.34.167,10.29.12.23,ICMP,1,FALSE
10.40.32.253,10.29.12.23,ICMP,1,FALSE
10.40.32.114,10.29.12.23,SSL,1,TRUE
10.40.32.205,10.29.12.23,ICMP,1,FALSE
10.40.32.128,10.29.12.23,ICMP,1,FALSE
10.40.34.232,10.29.12.23,ICMP,1,FALSE
10.49.198.238,10.29.12.23,ICMP,1,FALSE
10.40.34.184,10.29.12.23,ICMP,1,FALSE
10.40.32.114,10.29.12.23,ICMP,1,FALSE
10.40.32.104,10.29.12.23,ICMP,1,FALSE
10.40.32.147,10.29.12.23,SMB,1,TRUE
10.40.34.200,10.29.12.23,ICMP,1,FALSE
10.40.34.121,10.29.12.23,ICMP,1,FALSE
10.40.34.124,10.29.12.23,SSL,1,TRUE
10.40.32.194,10.29.12.23,SSL,1,TRUE
10.40.32.118,10.29.12.23,ICMP,1,FALSE
10.40.32.194,10.29.12.23,ICMP,1,FALSE
10.40.32.118,10.29.12.23,SRVSVC,1,FALSE
10.40.34.120,10.29.12.23,ICMP,1,FALSE
10.40.32.115,10.29.12.23,ICMP,1,FALSE
10.40.32.115,10.29.12.23,SSL,1,TRUE
192.178.1.100,10.29.12.23,ICMP,1,FALSE
10.49.216.134,10.29.12.23,HTTP,1,TRUE
10.40.32.113,10.29.12.23,ICMP,1,FALSE
10.40.32.109,10.29.12.23,HTTP,1,TRUE
10.40.32.105,10.29.12.23,ICMP,1,FALSE
10.40.32.109,10.29.12.23,ICMP,1,FALSE
10.40.32.151,10.29.12.23,ICMP,1,FALSE
10.40.32.45,10.29.12.25,SSL,2,TRUE
10.40.32.146,10.29.12.25,SSL,2,TRUE
10.40.32.43,10.29.12.25,SSL,2,TRUE
10.49.199.163,10.29.12.25,SNMP-TRAPS,1,FALSE
10.40.32.10,10.29.12.25,SNMP,1,TRUE
10.40.32.10,10.29.12.25,SNMP-TRAPS,1,FALSE
10.49.198.191,10.29.12.25,SNMP-TRAPS,1,FALSE
10.40.32.45,10.29.12.25,TCP,1,FALSE
10.40.32.146,10.29.12.25,TCP,1,FALSE
10.49.198.181,10.29.12.25,SNMP,1,TRUE
10.40.32.43,10.29.12.25,TCP,1,FALSE
10.49.199.186,10.29.12.25,SNMP-TRAPS,1,FALSE
10.49.198.182,10.29.12.25,SNMP-TRAPS,1,FALSE
10.49.198.181,10.29.12.25,SNMP-TRAPS,1,FALSE
10.49.198.182,10.29.12.25,SNMP,1,TRUE
10.49.198.181,10.29.12.27,SNMP-TRAPS,1,FALSE
10.49.198.181,10.29.12.27,SNMP,1,TRUE
10.49.198.182,10.29.12.27,SNMP,1,TRUE
10.40.32.10,10.29.12.27,SNMP-TRAPS,1,FALSE
10.40.32.10,10.29.12.27,SNMP,1,TRUE
10.49.199.186,10.29.12.27,SNMP-TRAPS,1,FALSE
10.49.198.182,10.29.12.27,SNMP-TRAPS,1,FALSE
10.49.199.163,10.29.12.27,SNMP-TRAPS,1,FALSE
10.49.198.191,10.29.12.27,SNMP-TRAPS,1,FALSE
10.40.32.18,10.29.12.26,TDS,2,FALSE
10.40.32.40,10.29.12.40,HTTP,8,TRUE
10.40.32.40,10.29.12.47,HTTP,8,TRUE
10.40.32.40,10.29.12.47,RPC,2,FALSE
10.40.32.40,10.29.12.47,TCP,1,FALSE
10.40.32.194,10.29.12.47,TCP,1,FALSE
10.40.32.151,10.29.12.47,TCP,1,FALSE
10.40.32.40,10.29.12.47,EPM,1,FALSE
10.40.32.45,10.29.12.43,SSL,2,TRUE
10.40.32.146,10.29.12.43,SSL,2,TRUE
10.40.32.43,10.29.12.43,TCP,2,FALSE
10.40.32.43,10.29.12.43,SSL,2,TRUE
10.40.32.146,10.29.12.43,TCP,1,FALSE
10.40.32.45,10.29.12.43,TCP,1,FALSE
10.40.32.34,10.29.12.47,SSL,1,TRUE
10.40.32.34,10.29.12.47,TCP,1,FALSE
10.49.198.52,10.29.12.31,HTTP,3,TRUE
10.49.198.11,10.29.12.59,SSL,7,TRUE
10.40.34.40,10.29.12.59,SSL,7,TRUE
10.40.32.156,10.29.12.59,SSL,5,TRUE
10.40.32.153,10.29.12.59,SSL,5,TRUE
10.40.32.109,10.29.12.59,SSL,5,TRUE
10.40.32.134,10.29.12.59,SSL,3,TRUE
10.40.32.105,10.29.12.59,SSL,3,TRUE
10.40.32.147,10.29.12.59,SSL,3,TRUE
10.40.32.151,10.29.12.59,SSL,3,TRUE
10.40.32.194,10.29.12.59,SSL,3,TRUE
10.40.32.118,10.29.12.59,SSL,3,TRUE
10.40.34.121,10.29.12.59,SSL,3,TRUE
10.40.32.113,10.29.12.59,SSL,3,TRUE
10.40.34.232,10.29.12.59,SSL,4,TRUE
10.40.32.114,10.29.12.59,SSL,4,TRUE
10.40.32.104,10.29.12.59,SSL,4,TRUE
10.40.34.137,10.29.12.59,SSL,4,TRUE
10.40.34.124,10.29.12.59,SSL,4,TRUE
10.40.32.144,10.29.12.59,SSL,4,TRUE
10.40.32.137,10.29.12.59,SSL,4,TRUE
10.40.32.115,10.29.12.59,SSL,4,TRUE
10.40.32.115,10.29.12.59,SSL,4,TRUE
10.40.32.147,10.29.12.59,SSL,4,TRUE
10.40.34.120,10.29.12.59,SSL,4,TRUE
10.40.34.190,10.29.12.59,SSL,4,TRUE
10.40.32.113,10.29.12.59,SSL,4,TRUE
10.40.32.90,10.29.12.59,SSL,4,TRUE
10.49.198.238,10.29.12.59,SSL,4,TRUE
10.40.32.128,10.29.12.59,SSL,4,TRUE
10.40.32.205,10.29.12.59,SSL,4,TRUE
10.40.32.112,10.29.12.59,SSL,4,TRUE
10.40.34.191,10.29.12.59,SSL,4,TRUE
10.40.32.190,10.29.12.59,SSL,4,TRUE
10.40.32.102,10.29.12.59,SSL,4,TRUE
10.40.34.172,10.29.12.59,SSL,4,TRUE
10.40.34.138,10.29.12.59,SSL,4,TRUE
10.40.34.184,10.29.12.59,SSL,4,TRUE
10.40.32.110,10.29.12.59,SSL,4,TRUE
10.40.32.105,10.29.12.59,SSL,4,TRUE
10.40.32.84,10.29.12.59,SSL,4,TRUE
10.40.32.149,10.29.12.59,SSL,4,TRUE
10.40.32.53,10.29.12.59,SSL,4,TRUE
10.49.198.65,10.29.12.59,SSL,4,TRUE
10.40.34.238,10.29.12.59,SSL,4,TRUE
10.40.34.244,10.29.12.59,SSL,4,TRUE
10.40.32.122,10.29.12.59,SSL,4,TRUE
10.40.32.129,10.29.12.59,SSL,4,TRUE
10.40.32.140,10.29.12.59,SSL,4,TRUE
10.40.32.121,10.29.12.59,SSL,4,TRUE
10.40.34.247,10.29.12.59,SSL,4,TRUE
10.40.32.121,10.29.12.59,SSL,4,TRUE
10.40.32.99,10.29.12.59,SSL,4,TRUE
10.40.32.124,10.29.12.59,SSL,4,TRUE
10.40.32.147,10.29.12.59,SSL,4,TRUE
10.40.32.194,10.29.12.59,SSL,4,TRUE
10.40.32.194,10.29.12.59,SMB,4,TRUE
10.40.34.127,10.29.12.59,SSL,4,TRUE
10.49.198.75,10.29.12.59,SSL,4,TRUE
10.40.34.174,10.29.12.59,SSL,4,TRUE
10.40.32.200,10.29.12.59,SSL,4,TRUE
10.49.199.172,10.29.12.59,SSL,4,TRUE
10.49.198.11,10.29.12.59,SSL,4,TRUE
10.40.32.200,10.29.12.59,SSL,4,TRUE
10.40.32.200,10.29.12.59,SSL,2,TRUE
10.49.198.11,10.29.12.59,SMB,2,TRUE
10.40.32.190,10.29.12.59,TCP,2,FALSE
10.49.198.67,10.29.12.59,SSL,2,TRUE
10.40.32.137,10.29.12.59,SSL,2,TRUE
10.40.32.125,10.29.12.59,SSL,2,TRUE
10.40.34.195,10.29.12.59,SSL,2,TRUE
10.40.34.195,10.29.12.59,TCP,1,FALSE
10.40.34.197,10.29.12.59,SSL,1,TRUE
10.40.32.125,10.29.12.59,TCP,1,FALSE
10.40.32.200,10.29.12.59,SSL,1,TRUE
10.49.198.67,10.29.12.59,TCP,1,FALSE
10.40.32.162,10.29.12.59,SSL,1,TRUE
10.40.32.134,10.29.12.59,TCP,1,FALSE
10.40.32.147,10.29.12.59,TCP,1,FALSE
10.40.32.200,10.29.12.59,TCP,1,FALSE
10.40.32.90,10.29.12.59,TCP,1,FALSE
10.40.32.92,10.29.12.73,SSL,4,TRUE
10.40.32.252,10.29.12.73,TCP,2,FALSE
10.40.32.223,10.29.12.73,TCP,2,FALSE
10.40.32.160,10.29.12.73,SSL,2,TRUE
10.40.32.40,10.29.12.73,TCP,2,FALSE
10.40.32.34,10.29.12.73,SSL,2,TRUE
10.40.34.40,10.29.12.73,TCP,2,FALSE
10.40.32.232,10.29.12.73,TCP,2,FALSE
10.40.32.12,10.29.12.73,ICMP,2,FALSE
10.40.32.234,10.29.12.73,TCP,1,FALSE
10.40.32.232,10.29.12.73,MQTT,1,FALSE
10.40.32.1,10.29.12.73,ICMP,1,FALSE
10.40.34.195,10.29.12.73,TCP,1,FALSE
10.40.32.213,10.29.12.73,TCP,1,FALSE
10.40.32.162,10.29.12.73,TCP,1,FALSE
10.40.34.244,10.29.12.73,TCP,1,FALSE
10.40.32.3,10.29.12.73,UDP,1,FALSE
10.40.34.167,10.29.12.73,ICMP,1,FALSE
10.40.32.162,10.29.12.73,ICMP,1,FALSE
10.40.34.247,10.29.12.73,TCP,1,FALSE
10.40.32.84,10.29.12.73,TCP,1,FALSE
10.40.32.17,10.29.12.78,ICMP,1,FALSE
10.49.198.44,10.29.12.78,ICMP,1,FALSE
10.49.198.26,10.29.12.78,ICMP,1,FALSE
10.49.198.30,10.29.12.78,ICMP,1,FALSE
10.49.198.40,10.29.12.78,ICMP,1,FALSE
10.49.199.127,10.29.12.78,ICMP,1,FALSE
10.49.199.150,10.29.12.78,ICMP,1,FALSE
10.49.199.163,10.29.12.78,ICMP,1,FALSE
10.40.32.28,10.29.12.78,ICMP,1,FALSE
10.40.32.10,10.29.12.78,ICMP,1,FALSE
10.40.34.3,10.29.12.78,ICMP,1,FALSE
10.40.32.26,10.29.12.78,ICMP,1,FALSE
10.40.32.9,10.29.12.78,ICMP,1,FALSE
10.40.32.228,10.29.12.78,ICMP,1,FALSE
10.49.198.39,10.29.12.78,ICMP,1,FALSE
10.49.198.57,10.29.12.78,ICMP,1,FALSE
10.49.198.45,10.29.12.78,ICMP,1,FALSE
10.49.198.56,10.29.12.78,ICMP,1,FALSE
10.49.198.182,10.29.12.78,ICMP,1,FALSE
10.49.199.186,10.29.12.78,ICMP,1,FALSE
10.49.198.24,10.29.12.78,ICMP,1,FALSE
10.40.32.225,10.29.12.78,ICMP,1,FALSE
10.40.32.16,10.29.12.78,ICMP,1,FALSE
10.40.32.29,10.29.12.78,ICMP,1,FALSE
10.49.198.238,10.29.12.78,ICMP,1,FALSE
10.40.32.27,10.29.12.78,ICMP,1,FALSE
10.40.32.22,10.29.12.78,ICMP,1,FALSE
10.40.32.36,10.29.12.78,ICMP,1,FALSE
10.40.32.245,10.29.12.78,ICMP,1,FALSE
10.40.32.226,10.29.12.78,ICMP,1,FALSE
10.40.32.227,10.29.12.78,ICMP,1,FALSE
10.40.32.20,10.29.12.78,ICMP,1,FALSE
10.40.32.192,10.29.12.78,ICMP,1,FALSE
10.40.32.229,10.29.12.78,ICMP,1,FALSE
10.49.198.181,10.29.12.78,ICMP,1,FALSE
10.49.198.36,10.29.12.78,ICMP,1,FALSE
10.49.198.46,10.29.12.78,ICMP,1,FALSE
10.49.198.23,10.29.12.78,ICMP,1,FALSE
10.49.198.28,10.29.12.78,ICMP,1,FALSE
10.40.32.11,10.29.12.78,ICMP,1,FALSE
10.49.198.38,10.29.12.78,ICMP,1,FALSE
10.49.198.25,10.29.12.78,ICMP,1,FALSE
10.49.198.47,10.29.12.78,ICMP,1,FALSE
10.49.198.27,10.29.12.78,ICMP,1,FALSE
10.49.198.32,10.29.12.78,ICMP,1,FALSE
10.49.198.43,10.29.12.78,ICMP,1,FALSE
10.49.198.38,10.29.12.79,ICMP,1,FALSE
10.49.198.32,10.29.12.79,ICMP,1,FALSE
10.49.198.27,10.29.12.79,ICMP,1,FALSE
10.49.198.35,10.29.12.79,ICMP,1,FALSE
10.49.198.47,10.29.12.79,ICMP,1,FALSE
10.49.198.25,10.29.12.79,ICMP,1,FALSE
10.40.32.11,10.29.12.79,ICMP,1,FALSE
10.49.198.28,10.29.12.79,ICMP,1,FALSE
10.49.198.23,10.29.12.79,ICMP,1,FALSE
10.49.198.238,10.29.12.79,ICMP,1,FALSE
10.49.198.36,10.29.12.79,ICMP,1,FALSE
10.49.198.46,10.29.12.79,ICMP,1,FALSE
10.49.198.43,10.29.12.79,ICMP,1,FALSE
10.49.198.24,10.29.12.79,ICMP,1,FALSE
10.49.199.186,10.29.12.79,ICMP,1,FALSE
10.40.32.16,10.29.12.79,ICMP,1,FALSE
10.40.32.225,10.29.12.79,ICMP,1,FALSE
10.49.198.182,10.29.12.79,ICMP,1,FALSE
10.49.198.39,10.29.12.79,ICMP,1,FALSE
10.49.198.181,10.29.12.79,ICMP,1,FALSE
10.49.198.58,10.29.12.79,ICMP,1,FALSE
10.49.198.57,10.29.12.79,ICMP,1,FALSE
10.49.198.56,10.29.12.79,ICMP,1,FALSE
10.49.198.45,10.29.12.79,ICMP,1,FALSE
10.40.32.36,10.29.12.79,ICMP,1,FALSE
10.40.32.22,10.29.12.79,ICMP,1,FALSE
10.40.32.27,10.29.12.79,ICMP,1,FALSE
10.40.32.29,10.29.12.79,ICMP,1,FALSE
10.40.32.227,10.29.12.79,ICMP,1,FALSE
10.40.32.226,10.29.12.79,ICMP,1,FALSE
10.40.32.25,10.29.12.79,ICMP,1,FALSE
10.40.32.245,10.29.12.79,ICMP,1,FALSE
10.40.32.228,10.29.12.79,ICMP,1,FALSE
10.40.32.20,10.29.12.79,ICMP,1,FALSE
10.40.32.28,10.29.12.79,ICMP,1,FALSE
10.49.199.163,10.29.12.79,ICMP,1,FALSE
10.49.199.150,10.29.12.79,ICMP,1,FALSE
10.49.199.127,10.29.12.79,ICMP,1,FALSE
10.49.198.40,10.29.12.79,ICMP,1,FALSE
10.40.32.192,10.29.12.79,ICMP,1,FALSE
10.40.32.26,10.29.12.79,ICMP,1,FALSE
10.40.32.9,10.29.12.79,ICMP,1,FALSE
10.40.32.229,10.29.12.79,ICMP,1,FALSE
10.49.198.30,10.29.12.79,ICMP,1,FALSE
10.49.198.26,10.29.12.79,ICMP,1,FALSE
10.49.198.44,10.29.12.79,ICMP,1,FALSE
10.40.32.17,10.29.12.79,ICMP,1,FALSE
10.40.32.10,10.29.12.79,ICMP,1,FALSE
10.40.34.3,10.29.12.79,ICMP,1,FALSE
10.40.34.232,10.29.12.83,UDP,4,FALSE
10.40.32.113,10.29.12.83,UDP,2,FALSE
10.49.199.172,10.29.12.83,UDP,2,FALSE
10.40.32.147,10.29.12.83,UDP,1,FALSE
10.40.32.122,10.29.12.83,UDP,1,FALSE
10.40.32.99,10.29.12.83,UDP,1,FALSE
10.40.32.194,10.29.12.83,UDP,1,FALSE
10.40.34.184,10.29.12.83,UDP,1,FALSE
10.40.32.104,10.29.12.83,UDP,1,FALSE
10.40.32.114,10.29.12.83,UDP,1,FALSE
10.49.198.238,10.29.12.83,UDP,1,FALSE
10.40.32.128,10.29.12.83,UDP,1,FALSE
10.40.32.105,10.29.12.83,UDP,1,FALSE
10.40.32.109,10.29.12.83,UDP,1,FALSE
10.40.32.90,10.29.12.83,UDP,1,FALSE
10.49.198.11,10.29.12.83,UDP,1,FALSE
10.49.199.172,10.29.151.50,UDP,2,FALSE
10.40.32.113,10.29.151.50,UDP,2,FALSE
10.40.32.90,10.29.151.50,TCP,1,FALSE
10.49.198.11,10.29.151.50,TCP,1,FALSE
10.49.198.11,10.29.151.50,UDP,1,FALSE
10.40.32.147,10.29.151.50,UDP,1,FALSE
10.40.32.90,10.29.151.50,UDP,1,FALSE
10.40.32.109,10.29.151.50,UDP,1,FALSE
10.40.32.109,10.29.151.50,TCP,1,FALSE
10.40.34.127,10.29.151.50,TCP,1,FALSE
10.40.32.122,10.29.151.50,TCP,1,FALSE
10.40.32.122,10.29.151.50,UDP,1,FALSE
10.40.32.99,10.29.151.50,TCP,1,FALSE
10.40.32.99,10.29.151.50,UDP,1,FALSE
10.49.199.172,10.29.151.50,TCP,1,FALSE
10.40.32.194,10.29.151.50,TCP,1,FALSE
10.40.32.194,10.29.151.50,UDP,1,FALSE
10.40.34.184,10.29.151.50,TCP,1,FALSE
10.40.34.184,10.29.151.50,UDP,1,FALSE
10.40.32.104,10.29.151.50,TCP,1,FALSE
10.40.32.104,10.29.151.50,UDP,1,FALSE
10.40.32.114,10.29.151.50,TCP,1,FALSE
10.40.32.114,10.29.151.50,UDP,1,FALSE
10.40.34.232,10.29.151.50,TCP,1,FALSE
10.40.34.232,10.29.151.50,UDP,1,FALSE
10.49.198.238,10.29.151.50,TCP,1,FALSE
10.49.198.238,10.29.151.50,UDP,1,FALSE
10.40.32.128,10.29.151.50,TCP,1,FALSE
10.40.32.128,10.29.151.50,UDP,1,FALSE
10.40.32.113,10.29.151.50,TCP,1,FALSE
10.40.32.105,10.29.151.50,TCP,1,FALSE
10.40.32.105,10.29.151.50,UDP,1,FALSE
10.40.32.200,10.29.153.1,TCP,1,FALSE
192.178.1.100,10.29.153.1,TCP,1,FALSE
10.40.34.138,10.29.153.2,TCP,1,FALSE
10.40.34.229,10.29.153.2,TCP,1,FALSE
10.40.32.200,10.29.153.2,TCP,1,FALSE
10.40.34.247,10.29.153.2,TCP,1,FALSE
10.40.32.122,10.29.16.20,TCP,1,FALSE
10.40.32.99,10.29.16.20,TCP,1,FALSE
10.49.199.172,10.29.16.20,TCP,1,FALSE
10.40.32.194,10.29.16.20,TCP,1,FALSE
10.40.34.184,10.29.16.20,TCP,1,FALSE
10.40.32.104,10.29.16.20,TCP,1,FALSE
10.40.32.114,10.29.16.20,TCP,1,FALSE
10.40.34.232,10.29.16.20,TCP,1,FALSE
10.49.198.238,10.29.16.20,TCP,1,FALSE
10.40.32.128,10.29.16.20,TCP,1,FALSE
10.40.32.112,10.29.16.20,TCP,1,FALSE
10.40.32.115,10.29.16.20,TCP,1,FALSE
10.40.32.113,10.29.16.20,TCP,1,FALSE
10.40.32.105,10.29.16.20,TCP,1,FALSE
10.40.32.109,10.29.16.20,TCP,1,FALSE
10.40.32.90,10.29.16.20,TCP,1,FALSE
10.49.198.11,10.29.16.20,TCP,1,FALSE
10.49.198.11,10.29.16.21,TCP,1,FALSE
10.40.32.194,10.29.16.21,TCP,1,FALSE
10.49.199.172,10.29.16.21,TCP,1,FALSE
10.40.34.184,10.29.16.21,TCP,1,FALSE
10.40.32.122,10.29.16.21,TCP,1,FALSE
10.40.32.99,10.29.16.21,TCP,1,FALSE
10.40.32.113,10.29.16.21,TCP,1,FALSE
10.40.32.105,10.29.16.21,TCP,1,FALSE
10.40.32.104,10.29.16.21,TCP,1,FALSE
10.40.32.90,10.29.16.21,TCP,1,FALSE
10.40.32.109,10.29.16.21,TCP,1,FALSE
10.40.32.114,10.29.16.21,TCP,1,FALSE
10.40.34.232,10.29.16.21,TCP,1,FALSE
10.40.32.112,10.29.16.21,TCP,1,FALSE
10.40.32.115,10.29.16.21,TCP,1,FALSE
10.49.198.238,10.29.16.21,TCP,1,FALSE
10.40.32.128,10.29.16.21,TCP,1,FALSE
10.49.198.11,10.29.16.22,TCP,1,FALSE
10.40.32.90,10.29.16.22,TCP,1,FALSE
10.40.34.232,10.29.16.22,TCP,1,FALSE
10.49.198.238,10.29.16.22,TCP,1,FALSE
10.40.32.128,10.29.16.22,TCP,1,FALSE
10.40.32.112,10.29.16.22,TCP,1,FALSE
10.40.32.115,10.29.16.22,TCP,1,FALSE
10.40.32.113,10.29.16.22,TCP,1,FALSE
10.40.32.105,10.29.16.22,TCP,1,FALSE
10.40.32.109,10.29.16.22,TCP,1,FALSE
10.40.32.114,10.29.16.22,TCP,1,FALSE
10.40.32.104,10.29.16.22,TCP,1,FALSE
10.40.32.122,10.29.16.22,TCP,1,FALSE
10.40.32.99,10.29.16.22,TCP,1,FALSE
10.49.199.172,10.29.16.22,TCP,1,FALSE
10.40.32.194,10.29.16.22,TCP,1,FALSE
10.40.34.184,10.29.16.22,TCP,1,FALSE
10.40.34.232,10.29.16.24,TCP,1,FALSE
10.40.32.122,10.29.16.24,TCP,1,FALSE
10.40.32.99,10.29.16.24,TCP,1,FALSE
10.49.199.172,10.29.16.24,TCP,1,FALSE
10.40.32.194,10.29.16.24,TCP,1,FALSE
10.40.34.184,10.29.16.24,TCP,1,FALSE
10.40.32.104,10.29.16.24,TCP,1,FALSE
10.40.32.114,10.29.16.24,TCP,1,FALSE
10.49.198.238,10.29.16.24,TCP,1,FALSE
10.40.32.128,10.29.16.24,TCP,1,FALSE
10.40.32.112,10.29.16.24,TCP,1,FALSE
10.40.32.115,10.29.16.24,TCP,1,FALSE
10.40.32.113,10.29.16.24,TCP,1,FALSE
10.40.32.105,10.29.16.24,TCP,1,FALSE
10.40.32.109,10.29.16.24,TCP,1,FALSE
10.40.32.90,10.29.16.24,TCP,1,FALSE
10.49.198.11,10.29.16.24,TCP,1,FALSE
10.40.32.122,10.29.16.23,TCP,1,FALSE
10.40.32.99,10.29.16.23,TCP,1,FALSE
10.49.199.172,10.29.16.23,TCP,1,FALSE
